"year" "land" "election" "afScore" "afScoreSD"
"494" 2018 "Thuringia" 0 0.366338771822657 0.376007190840546
"495" 2019 "Thuringia" 1 0.536855751177825 0.377546688971791
"496" 2020 "Thuringia" 0 -0.301167741693182 0.386666787024584
"497" 1990 "Bundesrepublik" 1 1.77917882106318 0.374713146053856
"498" 1991 "Bundesrepublik" 0 3.49003010286352 0.393086691268009
"499" 1992 "Bundesrepublik" 0 3.22974668701813 0.391745279967087
"500" 1993 "Bundesrepublik" 0 3.51525848662501 0.387974716998776
"501" 1994 "Bundesrepublik" 0 2.85831668345865 0.395089205082396
"502" 1995 "Bundesrepublik" 1 3.1846654671005 0.404685730143418
"503" 1996 "Bundesrepublik" 0 3.32365124036375 0.393653334315793
"504" 1997 "Bundesrepublik" 0 3.01565038120936 0.375387420212908
"505" 1998 "Bundesrepublik" 0 2.72613313489629 0.391230312359265
"506" 1999 "Bundesrepublik" 1 3.27546579004092 0.39626393253565
"507" 2000 "Bundesrepublik" 0 3.15875780825703 0.380707687216509
"508" 2001 "Bundesrepublik" 1 3.34076305712367 0.405327771060145
"509" 2002 "Bundesrepublik" 0 3.23332444013167 0.391028705424406
"510" 2003 "Bundesrepublik" 0 3.30301186822439 0.40224522859084
"511" 2004 "Bundesrepublik" 0 3.18390629701042 0.398221017190525
"512" 2005 "Bundesrepublik" 0 2.60684918309791 0.396134008342684
"513" 2006 "Bundesrepublik" 1 3.22478376843497 0.414151214266723
"514" 2007 "Bundesrepublik" 0 3.12427075772212 0.388724716838438
"515" 2008 "Bundesrepublik" 0 3.19724777571438 0.386510064849136
"516" 2009 "Bundesrepublik" 0 2.88989821843987 0.41099329455674
"517" 2010 "Bundesrepublik" 0 3.4865707020744 0.383357491842709
"518" 2011 "Bundesrepublik" 1 3.4178379519661 0.400980204091989
"519" 2012 "Bundesrepublik" 0 3.34911525007372 0.393837814220174
"520" 2013 "Bundesrepublik" 0 2.71533861582402 0.379869578386502
"521" 2014 "Bundesrepublik" 0 3.54211236151378 0.410880105306312
"522" 2015 "Bundesrepublik" 0 3.60938243489381 0.38441488131022
"523" 2016 "Bundesrepublik" 1 3.53058492016843 0.391983828284763
"524" 2017 "Bundesrepublik" 0 2.67382415541426 0.397085252228734
"525" 2018 "Bundesrepublik" 0 4.01746643296491 0.386191273660619
"526" 2019 "Bundesrepublik" 0 4.22000307298535 0.381285412773572
"527" 2020 "Bundesrepublik" 0 3.19180203374564 0.434563112514156
