VTypL;First Document Type;Count;Percentage
Sonstiges;none;5179;77.72
Sonstiges;Sitzung;948;14.23
Sonstiges;Mitteilung;155;2.33
Sonstiges;Bekanntmachung;123;1.85
Sonstiges;Übersicht;72;1.08
